"Lab_Number"	"Catalog_Number"	"Box"	"Grid"	"Level"	"Identification"	"NISP"
"JG-480-RC"	"LACMP23-38514"	"14"	"B-2"	"5"	"Charcoal"	"1"
"JG-482"	"not cataloging now"	"14"	"B-2"	"5"	"Malvaceae"	"1"
"JG-488-RC"	"LACMP23-38515"	"14"	"B-3"	"5"	"Juniperus californica"	"1"
"JG-496"	"not cataloging now"	"14"	"B-3"	"5"	"Ferocactus sp."	"1"
"JG-521"	"not cataloging now"	"14"	"C-2"	"4"	"Sisyrinchium sp."	"1"
"JG-525"	"not cataloging now"	"14"	"C-2"	"4"	"Quercus sp."	"1"
"JG-556"	"not cataloging now"	"14"	"C-3"	"1"	"Berberis sp."	"8"
"JG-560-RC"	"LACMP23-38516"	"14"	"C-3"	"2"	"Juniperus californica"	"1"
"JG-573-RC"	"LACMP23-38517"	"14"	"C-3"	"2"	"Juniperus sp."	"1"
"JG-599"	"not cataloging now"	"14"	"C-3"	"4"	"Arctostaphylos sp."	"1"
"JG-662"	"not cataloging now"	"14"	"D-2"	"8"	"Platanus racemosa"	"63"
"JG-676"	"not cataloging now"	"14"	"D-3"	"7"	"Charcoal"	"1"
"JG-686-RC"	"LACMP23-38518"	"14"	"D-3"	"4"	"Juniperus californica"	"1"
"JG-703-RC"	"LACMP23-38519"	"14"	"D-3"	"3"	"Quercus sp."	"1"
"JG-715"	"not cataloging now"	"14"	"B-2"	"4"	"Polygonum sp."	"11"
"JG-724"	"not cataloging now"	"14"	"C-2"	"5"	"Juniperus sp. (charcoal/ashpalt?)"	"9"
"JG-728"	"not being cataloged"	"7B"	"A-2"	"1"	"Bone"	"1"
"JG-729"	"LACMP23-39716"	"7B"	"A-2"	"1"	"Juniperus sp."	"180"
"JG-730"	"LACMP23-39717"	"7B"	"A-2"	"1"	"Juniperus californica"	"34"
"JG-731"	"LACMP23-39718"	"7B"	"A-2"	"1"	"Juniperus californica"	"30"
"JG-732"	"LACMP23-39719"	"7B"	"A-2"	"1"	"Platanus racemosa"	"8"
"JG-733"	"LACMP23-39720"	"7B"	"A-2"	"1"	"Solidago canadensis"	"3"
"JG-734"	"LACMP23-39721"	"7B"	"A-2"	"1"	"Xanthium strumarium"	"2"
"JG-735"	"LACMP23-39722"	"7B"	"A-2"	"1"	"Juniperus californica"	"4"
"JG-736"	"LACMP23-39723"	"7B"	"A-2"	"1"	"Quercus chrysolepis"	"2"
"JG-737"	"LACMP23-39724"	"7B"	"A-2"	"1"	"Eschscholzia californica"	"3"
"JG-738"	"LACMP23-39725"	"7B"	"A-2"	"1"	"Dichondra occidentalis"	"2"
"JG-739"	"LACMP23-39726"	"7B"	"A-2"	"1"	"Cornus sericea"	"1"
"JG-740"	"LACMP23-39727"	"7B"	"A-2"	"1"	"Potamogeton alpinus"	"71"
"JG-741"	"LACMP23-39728"	"7B"	"A-2"	"1"	"Galium trifidum"	"6"
"JG-742"	"LACMP23-39729"	"7B"	"A-2"	"1"	"Stachys albens"	"1"
"JG-743"	"not being cataloged"	"7B"	"A-2"	"1"	"Scat"	"1"
"JG-744"	"LACMP23-39730"	"7B"	"A-2"	"1"	"Rhus aromatica"	"1"
"JG-745"	"LACMP23-39731"	"7B"	"A-2"	"1"	"Amaranthus powellii"	"1"
"JG-746"	"LACMP23-39732"	"7B"	"A-2"	"1"	"Persicaria lapathifolia"	"2"
"JG-747"	"LACMP23-39733"	"7B"	"A-2"	"1"	"Sisyrinchium bellum"	"1"
"JG-748"	"LACMP23-39734"	"7B"	"A-2"	"1"	"Adenostoma fasciculatum"	"1"
"JG-749"	"LACMP23-39735"	"7B"	"A-2"	"2"	"Juniperus californica"	"735"
"JG-750"	"LACMP23-39736"	"7B"	"A-2"	"2"	"Juniperus sp."	"101"
"JG-751"	"LACMP23-39737"	"7B"	"A-2"	"2"	"Platanus racemosa"	"11"
"JG-752"	"LACMP23-39738"	"7B"	"A-2"	"2"	"Juniperus californica"	"2"
"JG-753"	"LACMP23-39739"	"7B"	"A-2"	"2"	"Xanthium strumarium"	"0.5"
"JG-754"	"LACMP23-39740"	"7B"	"A-2"	"2"	"Solidago canadensis"	"3"
"JG-755"	"LACMP23-39741"	"7B"	"A-2"	"2"	"Ambrosia psilostachya"	"0.5"
"JG-756"	"LACMP23-39742"	"7B"	"A-2"	"2"	"Persicaria lapathifolia"	"17"
"JG-757"	"LACMP23-39743"	"7B"	"A-2"	"2"	"Purshia tridentata"	"8"
"JG-758"	"LACMP23-39744"	"7B"	"A-2"	"2"	"Pinus radiata"	"1"
"JG-759"	"LACMP23-39745"	"7B"	"A-2"	"2"	"Juniperus californica"	"1"
"JG-760"	"LACMP23-39746"	"7B"	"A-2"	"2"	"Hesperocyparis macrocarpa"	"1"
"JG-761"	"LACMP23-39747"	"7B"	"A-2"	"2"	"Juniperus californica"	"1"
"JG-762"	"LACMP23-39748"	"7B"	"A-2"	"2"	"Berberis aquifolium"	"1"
"JG-763"	"LACMP23-39749"	"7B"	"A-2"	"2"	"Rosa californica"	"1"
"JG-764"	"LACMP23-39750"	"7B"	"A-2"	"3"	"Juniperus californica"	"260"
"JG-765"	"LACMP23-39751"	"7B"	"A-2"	"3"	"Arctostaphylos viscida"	"0.5"
"JG-766"	"LACMP23-39752"	"7B"	"A-2"	"3"	"Juniperus sp."	"105"
"JG-767"	"LACMP23-39753"	"7B"	"A-2"	"3"	"Solidago canadensis"	"3"
"JG-768"	"LACMP23-39754"	"7B"	"A-2"	"3"	"Xanthium strumarium"	"2"
"JG-769"	"LACMP23-39755"	"7B"	"A-2"	"3"	"Juniperus californica"	"3"
"JG-770"	"LACMP23-39756"	"7B"	"A-2"	"3"	"Potamogeton alpinus"	"118"
"JG-771"	"LACMP23-39757"	"7B"	"A-2"	"3"	"Platanus racemosa"	"28"
"JG-772"	"LACMP23-39758"	"7B"	"A-2"	"3"	"Alopecurus aequalis"	"2"
"JG-773"	"LACMP23-39759"	"7B"	"A-2"	"3"	"Berberis aquifolium"	"1"
"JG-774"	"LACMP23-39760"	"7B"	"A-2"	"3"	"Cyperaceae"	"58"
"JG-775"	"LACMP23-39761"	"7B"	"A-2"	"3"	"Purshia tridentata"	"10"
"JG-776"	"LACMP23-39762"	"7B"	"A-2"	"3"	"Juniperus californica"	"1"
"JG-777"	"LACMP23-39763"	"7B"	"A-2"	"3"	"Hesperocyparis macrocarpa"	"39"
"JG-778"	"LACMP23-39764"	"7B"	"A-2"	"3"	"Hesperocyparis macrocarpa"	"3"
"JG-779"	"not being cataloged"	"7B"	"A-2"	"3"	"Turtle scute"	"3"
"JG-780"	"LACMP23-39765"	"7B"	"A-2"	"4"	"Juniperus californica"	"28"
"JG-781"	"LACMP23-39766"	"7B"	"A-2"	"4"	"Dichondra occidentalis"	"12"
"JG-782"	"LACMP23-39767"	"7B"	"A-2"	"4"	"Platanus racemosa"	"1"
"JG-783"	"LACMP23-39768"	"7B"	"A-2"	"4"	"Juniperus sp."	"89"
"JG-784"	"LACMP23-39769"	"7B"	"A-2"	"4"	"Juniperus californica"	"12"
"JG-785"	"LACMP23-39770"	"7B"	"A-2"	"4"	"Quercus chrysolepis"	"2"
"JG-786"	"LACMP23-39771"	"7B"	"A-2"	"4"	"Xanthium strumarium"	"1"
"JG-787"	"LACMP23-39772"	"7B"	"A-2"	"4"	"Alopecurus aequalis"	"3"
"JG-788"	"LACMP23-39773"	"7B"	"A-2"	"4"	"Juniperus californica"	"1"
"JG-789"	"LACMP23-39774"	"7B"	"A-2"	"4"	"Solidago canadensis"	"1"
"JG-790"	"LACMP23-39775"	"7B"	"A-2"	"4"	"Angelica kingii"	"3"
"JG-791"	"LACMP23-39776"	"7B"	"A-2"	"4"	"Cornus sericea"	"1"
"JG-792"	"LACMP23-39777"	"7B"	"A-3"	"2"	"Juniperus californica"	"23"
"JG-793"	"LACMP23-39778"	"7B"	"A-3"	"2"	"Rumex salicifolius"	"1"
"JG-794"	"LACMP23-39779"	"7B"	"A-3"	"2"	"Dichondra occidentalis"	"1"
"JG-795"	"LACMP23-39780"	"7B"	"A-3"	"2"	"Cyperaceae"	"1"
"JG-796"	"LACMP23-39781"	"7B"	"A-3"	"2"	"Juniperus sp."	"10"
"JG-797"	"LACMP23-39782"	"7B"	"A-3"	"2"	"Platanus racemosa"	"7"
"JG-798"	"LACMP23-39783"	"7B"	"A-3"	"2"	"Juniperus californica"	"1"
"JG-799"	"LACMP23-39784"	"7B"	"A-3"	"2"	"Solidago canadensis"	"2"
"JG-800"	"LACMP23-39785"	"7B"	"A-3"	"2"	"Potamogeton alpinus"	"4"
"JG-801"	"LACMP23-39786"	"7B"	"A-3"	"2"	"Juniperus californica"	"1"
"JG-802"	"LACMP23-39787"	"7B"	"A-3"	"2"	"Hesperocyparis macrocarpa"	"1"
"JG-803"	"LACMP23-39788"	"7B"	"A-3"	"2"	"Angelica kingii"	"1"
"JG-804"	"LACMP23-39789"	"7B"	"A-3"	"3"	"Juniperus californica"	"35"
"JG-805"	"not being cataloged"	"7B"	"A-3"	"3"	"Bone"	"1"
"JG-806"	"LACMP23-39790"	"7B"	"A-3"	"3"	"Xanthium strumarium"	"1"
"JG-807"	"LACMP23-39791"	"7B"	"A-3"	"3"	"Atriplex lentiformis"	"1"
"JG-808"	"LACMP23-39792"	"7B"	"A-3"	"3"	"Juniperus sp."	"28"
"JG-809"	"LACMP23-39793"	"7B"	"A-3"	"3"	"Juniperus californica"	"9"
"JG-810"	"LACMP23-39794"	"7B"	"A-3"	"3"	"Potamogeton alpinus"	"8"
"JG-811"	"LACMP23-39795"	"7B"	"A-3"	"3"	"Hesperocyparis macrocarpa"	"1"
"JG-812"	"LACMP23-39796"	"7B"	"A-3"	"3"	"Cyperaceae"	"2"
"JG-813"	"LACMP23-39797"	"7B"	"A-3"	"3"	"Dichondra occidentalis"	"5"
"JG-814"	"LACMP23-39798"	"7B"	"A-3"	"3"	"Rumex salicifolius"	"1"
"JG-815"	"LACMP23-39799"	"7B"	"A-3"	"3"	"Juniperus californica"	"1"
"JG-816"	"LACMP23-39800"	"7B"	"A-3"	"4"	"Juniperus californica"	"23"
"JG-817"	"LACMP23-39801"	"7B"	"A-3"	"4"	"Ribes divaricatum"	"1"
"JG-818"	"LACMP23-39802"	"7B"	"A-3"	"4"	"Eschscholzia californica"	"1"
"JG-819"	"LACMP23-39803"	"7B"	"A-3"	"4"	"Xanthium strumarium"	"2"
"JG-820"	"LACMP23-39804"	"7B"	"A-3"	"4"	"Juniperus californica"	"3"
"JG-821"	"LACMP23-39805"	"7B"	"A-3"	"4"	"Juniperus sp."	"11"
"JG-822"	"LACMP23-39806"	"7B"	"A-3"	"4"	"Alopecurus aequalis"	"1"
"JG-823"	"LACMP23-39807"	"7B"	"A-3"	"4"	"Platanus racemosa"	"3"
"JG-824"	"LACMP23-39808"	"7B"	"A-3"	"4"	"Potamogeton alpinus"	"6"
"JG-825"	"LACMP23-39809"	"7B"	"A-3"	"4"	"Angelica kingii"	"1"
"JG-826"	"not being cataloged"	"7B"	"A-3"	"4"	"Bone"	"1"
"JG-827"	"LACMP23-39810"	"7B"	"A-3"	"4"	"Hesperocyparis macrocarpa"	"1"
"JG-828"	"LACMP23-40714"	"7B"	"B-1"	"1"	"Juniperus californica"	"11"
"JG-829"	"LACMP23-40715"	"7B"	"B-1"	"1"	"Arctostaphylos viscida"	"0.5"
"JG-830"	"LACMP23-40716"	"7B"	"B-1"	"1"	"Potamogeton nodosus"	"1"
"JG-831"	"LACMP23-40717"	"7B"	"B-1"	"1"	"Platanus racemosa"	"2"
"JG-832"	"LACMP23-40718"	"7B"	"B-1"	"1"	"Quercus chrysolepis"	"2"
"JG-833"	"LACMP23-40719"	"7B"	"B-1"	"1"	"Juniperus sp."	"44"
"JG-834"	"LACMP23-40720"	"7B"	"B-1"	"1"	"Juniperus californica"	"31"
"JG-835"	"LACMP23-40721"	"7B"	"B-1"	"1"	"Juniperus californica"	"3"
"JG-836"	"LACMP23-40722"	"7B"	"B-1"	"1"	"Potamogeton alpinus"	"1"
"JG-837"	"LACMP23-40723"	"7B"	"B-1"	"1"	"Hesperocyparis macrocarpa"	"1"
"JG-838"	"LACMP23-40724"	"7B"	"B-1"	"1"	"Purshia tridentata"	"1"
"JG-839"	"LACMP23-40725"	"7B"	"B-1"	"1"	"Sambucus nigra"	"2"
"JG-840"	"LACMP23-40726"	"7B"	"B-1"	"5"	"Juniperus californica"	"26"
"JG-841"	"LACMP23-40727"	"7B"	"B-1"	"5"	"Platanus racemosa"	"6"
"JG-842"	"LACMP23-40728"	"7B"	"B-1"	"5"	"Juniperus sp."	"185"
"JG-843"	"LACMP23-40729"	"7B"	"B-1"	"5"	"Hesperocyparis macrocarpa"	"21"
"JG-844"	"LACMP23-40730"	"7B"	"B-1"	"5"	"Juniperus californica"	"28"
"JG-845"	"LACMP23-40731"	"7B"	"B-1"	"5"	"Cyperaceae"	"1"
"JG-846"	"LACMP23-40732"	"7B"	"B-1"	"5"	"Potamogeton nodosus"	"1"
"JG-847"	"LACMP23-40733"	"7B"	"B-1"	"5"	"Quercus chrysolepis"	"1"
"JG-848"	"LACMP23-40734"	"7B"	"B-1"	"5"	"Iris macrosiphon"	"1"
"JG-849"	"LACMP23-40735"	"7B"	"B-1"	"5"	"Berula erecta"	"0.5"
"JG-850"	"not being cataloged"	"7B"	"B-1"	"5"	"Bone"	"13"
"JG-851"	"LACMP23-40736"	"7B"	"B-1"	"5"	"Juniperus californica"	"2"
"JG-852"	"LACMP23-40737"	"7B"	"B-1"	"5"	"Sisyrinchium bellum"	"0.5"
"JG-853"	"LACMP23-40738"	"7B"	"B-1"	"5"	"Heteromeles arbutifolia"	"1"
"JG-854"	"LACMP23-41026"	"7B"	"B-2"	"1"	"Juniperus californica"	"35"
"JG-855"	"LACMP23-41027"	"7B"	"B-2"	"1"	"Juniperus californica"	"20"
"JG-856"	"not being cataloged"	"7B"	"B-2"	"1"	"Bone"	"6"
"JG-857"	"LACMP23-41028"	"7B"	"B-2"	"1"	"Solidago canadensis"	"2"
"JG-858"	"LACMP23-41029"	"7B"	"B-2"	"1"	"Alopecurus aequalis"	"5"
"JG-859"	"LACMP23-41030"	"7B"	"B-2"	"1"	"Potamogeton alpinus"	"1"
"JG-860"	"LACMP23-41031"	"7B"	"B-2"	"1"	"Xanthium strumarium"	"4"
"JG-861"	"LACMP23-41032"	"7B"	"B-2"	"1"	"Juniperus californica"	"24"
"JG-862"	"LACMP23-41033"	"7B"	"B-2"	"1"	"Ambrosia psilostachya"	"3"
"JG-863"	"LACMP23-41034"	"7B"	"B-2"	"1"	"Quercus chrysolepis"	"1"
"JG-864"	"LACMP23-41035"	"7B"	"B-2"	"1"	"Cyperaceae"	"1"
"JG-865"	"LACMP23-41036"	"7B"	"B-2"	"1"	"Arctostaphylos viscida"	"0.5"
"JG-866"	"LACMP23-41037"	"7B"	"B-2"	"1"	"Potamogeton nodosus"	"8"
"JG-867"	"LACMP23-41038"	"7B"	"B-2"	"1"	"Cornus sericea"	"0.5"
"JG-868"	"LACMP23-41039"	"7B"	"B-2"	"1"	"Berula erecta"	"3"
"JG-869"	"LACMP23-41040"	"7B"	"B-2"	"1"	"Salvia spathacea"	"1"
"JG-870"	"LACMP23-41041"	"7B"	"B-2"	"1"	"Sambucus nigra"	"2"
"JG-871"	"LACMP23-41042"	"7B"	"B-2"	"1"	"Rosa californica"	"1"
"JG-872"	"LACMP23-41043"	"7B"	"B-2"	"1"	"Arctostaphylos glauca"	"2"
"JG-873"	"LACMP23-41044"	"7B"	"B-2"	"1"	"Adenostoma sparsifolium"	"2"
"JG-874"	"LACMP23-41045"	"7B"	"B-2"	"1"	"Adenostoma fasciculatum"	"2"
"JG-875"	"LACMP23-41046"	"7B"	"B-2"	"1"	"Juniperus sp."	"200"
"JG-876"	"LACMP23-41047"	"7B"	"B-2"	"1"	"Heteromeles arbutifolia"	"7"
"JG-877"	"LACMP23-41048"	"7B"	"B-2"	"1"	"Berberis aquifolium"	"1.5"
"JG-878"	"LACMP23-41049"	"7B"	"B-2"	"1"	"Platanus racemosa"	"11"
"JG-879"	"LACMP23-41050"	"7B"	"B-2"	"2"	"Juniperus californica"	"130"
"JG-880"	"LACMP23-41051"	"7B"	"B-2"	"2"	"Juniperus sp."	"350"
"JG-881"	"LACMP23-41052"	"7B"	"B-2"	"2"	"Juniperus sp."	"4"
"JG-882"	"LACMP23-41053"	"7B"	"B-2"	"2"	"Xanthium strumarium"	"1"
"JG-883"	"LACMP23-41054"	"7B"	"B-2"	"2"	"Platanus racemosa"	"5"
"JG-884"	"LACMP23-41055"	"7B"	"B-2"	"2"	"Hesperocyparis macrocarpa"	"14"
"JG-885"	"LACMP23-41056"	"7B"	"B-2"	"2"	"Purshia tridentata"	"3"
"JG-886"	"LACMP23-41057"	"7B"	"B-2"	"2"	"Solidago canadensis"	"3"
"JG-887"	"not being cataloged"	"7B"	"B-2"	"2"	"Bone"	"6"
"JG-888"	"not being cataloged"	"7B"	"B-2"	"2"	"Insect chitin"	"2"
"JG-889"	"LACMP23-41058"	"7B"	"B-2"	"2"	"Potamogeton alpinus"	"10"
"JG-890"	"LACMP23-41059"	"7B"	"B-2"	"2"	"Cyperaceae"	"2"
"JG-891"	"LACMP23-41060"	"7B"	"B-2"	"2"	"Angelica kingii"	"1"
"JG-892"	"LACMP23-41061"	"7B"	"B-2"	"2"	"Heteromeles arbutifolia"	"2"
"JG-893"	"LACMP23-41062"	"7B"	"B-2"	"2"	"Juniperus sp."	"6"
"JG-894"	"LACMP23-41063"	"7B"	"B-2"	"2"	"Arctostaphylos glauca"	"1"
"JG-895"	"LACMP23-41064"	"7B"	"B-2"	"2"	"Hesperocyparis macrocarpa"	"1"
"JG-896"	"LACMP23-41065"	"7B"	"B-2"	"2"	"Alopecurus aequalis"	"6"
"JG-897"	"LACMP23-41066"	"7B"	"B-2"	"3"	"Juniperus californica"	"430"
"JG-898"	"not being cataloged"	"7B"	"B-2"	"3"	"Bone"	"65"
"JG-899"	"LACMP23-41067"	"7B"	"B-2"	"3"	"Juniperus sp."	"1500"
"JG-900"	"not being cataloged"	"7B"	"B-2"	"3"	"Scat"	"4"
"JG-901"	"not being cataloged"	"7B"	"B-2"	"3"	"Insect chitin"	"2"
"JG-902"	"LACMP23-41068"	"7B"	"B-2"	"3"	"Berula erecta"	"52"
"JG-903"	"LACMP23-41069"	"7B"	"B-2"	"3"	"Hesperocyparis macrocarpa"	"107"
"JG-904"	"LACMP23-41070"	"7B"	"B-2"	"3"	"Dichondra occidentalis"	"14"
"JG-905"	"LACMP23-41071"	"7B"	"B-2"	"3"	"Juniperus californica"	"11"
"JG-906"	"LACMP23-41072"	"7B"	"B-2"	"3"	"Xanthium strumarium"	"4"
"JG-907"	"LACMP23-41073"	"7B"	"B-2"	"3"	"Cyperaceae"	"4"
"JG-908"	"LACMP23-41074"	"7B"	"B-2"	"3"	"Potamogeton alpinus"	"49"
"JG-909"	"LACMP23-41075"	"7B"	"B-2"	"3"	"Potamogeton nodosus"	"5"
"JG-910"	"LACMP23-41076"	"7B"	"B-2"	"3"	"Platanus racemosa"	"1"
"JG-911"	"LACMP23-41077"	"7B"	"B-2"	"3"	"Arctostaphylos viscida"	"1"
"JG-912"	"LACMP23-41078"	"7B"	"B-2"	"3"	"Arctostaphylos glauca"	"1"
"JG-913"	"LACMP23-41079"	"7B"	"B-2"	"3"	"Purshia tridentata"	"3"
"JG-914"	"LACMP23-41080"	"7B"	"B-2"	"3"	"Juniperus californica"	"1"
"JG-915"	"LACMP23-41081"	"7B"	"B-2"	"3"	"Pinus radiata"	"1"
"JG-916"	"LACMP23-41082"	"7B"	"B-2"	"3"	"Ambrosia eriocentra"	"1"
"JG-917"	"LACMP23-41083"	"7B"	"B-2"	"3"	"Cornus sericea"	"1"
"JG-918"	"LACMP23-41084"	"7B"	"B-2"	"3"	"Sisyrinchium bellum"	"1"
"JG-919"	"not being cataloged"	"7B"	"B-2"	"3"	"Turtle scute"	"5"
"JG-920"	"LACMP23-41085"	"7B"	"B-2"	"3"	"Hesperocyparis macrocarpa"	"54"
"JG-921"	"LACMP23-41086"	"7B"	"B-2"	"4"	"Juniperus californica"	"123"
"JG-922"	"LACMP23-41087"	"7B"	"B-2"	"4"	"Juniperus sp."	"800"
"JG-923"	"LACMP23-41088"	"7B"	"B-2"	"4"	"Xanthium strumarium"	"6"
"JG-924"	"not being cataloged"	"7B"	"B-2"	"4"	"Turtle scute"	"7"
"JG-925"	"not being cataloged"	"7B"	"B-2"	"4"	"Bone"	"18"
"JG-926"	"LACMP23-41089"	"7B"	"B-2"	"4"	"Persicaria lapathifolia"	"4"
"JG-927"	"LACMP23-41090"	"7B"	"B-2"	"4"	"Hesperocyparis macrocarpa"	"110"
"JG-928"	"LACMP23-41091"	"7B"	"B-2"	"4"	"Potamogeton alpinus"	"18"
"JG-929"	"LACMP23-41092"	"7B"	"B-2"	"4"	"Dichondra occidentalis"	"11"
"JG-930"	"LACMP23-41093"	"7B"	"B-2"	"4"	"Purshia tridentata"	"2"
"JG-931"	"LACMP23-41094"	"7B"	"B-2"	"4"	"Potamogeton nodosus"	"1"
"JG-932"	"LACMP23-41095"	"7B"	"B-2"	"4"	"Platanus racemosa"	"1"
"JG-933"	"LACMP23-41096"	"7B"	"B-2"	"4"	"Berula erecta"	"2"
"JG-934"	"LACMP23-41097"	"7B"	"B-2"	"4"	"Angelica kingii"	"1"
"JG-935"	"LACMP23-41098"	"7B"	"B-2"	"4"	"Arctostaphylos glauca"	"5"
"JG-936"	"LACMP23-41099"	"7B"	"B-2"	"4"	"Juniperus californica (charcoal/ashpalt?)"	"5"
"JG-937"	"LACMP23-41100"	"7B"	"B-2"	"4"	"Juniperus californica"	"6"
"JG-938"	"LACMP23-41101"	"7B"	"B-2"	"4"	"Stachys albens"	"1"
"JG-939"	"LACMP23-41102"	"7B"	"B-2"	"4"	"Heteromeles arbutifolia"	"4"
"JG-940"	"LACMP23-41103"	"7B"	"B-2"	"4"	"Hesperocyparis macrocarpa"	"15"
"JG-941"	"LACMP23-41281"	"7B"	"B-2"	"5"	"Juniperus californica"	"100"
"JG-942"	"LACMP23-41282"	"7B"	"B-2"	"5"	"Hesperocyparis macrocarpa"	"3"
"JG-943"	"LACMP23-41283"	"7B"	"B-2"	"5"	"Juniperus sp."	"500"
"JG-944"	"LACMP23-41284"	"7B"	"B-2"	"5"	"Hesperocyparis macrocarpa"	"35"
"JG-945"	"LACMP23-41285"	"7B"	"B-2"	"5"	"Potamogeton alpinus"	"21"
"JG-946"	"LACMP23-41286"	"7B"	"B-2"	"5"	"Dichondra occidentalis"	"8"
"JG-947"	"LACMP23-41287"	"7B"	"B-2"	"5"	"Berula erecta"	"11"
"JG-948"	"LACMP23-41288"	"7B"	"B-2"	"5"	"Juniperus californica (charcoal/ashpalt?)"	"3"
"JG-949"	"LACMP23-41289"	"7B"	"B-2"	"5"	"Juniperus californica"	"5"
"JG-950"	"LACMP23-41290"	"7B"	"B-2"	"5"	"Platanus racemosa"	"1"
"JG-951"	"LACMP23-41291"	"7B"	"B-2"	"5"	"Purshia tridentata"	"1"
"JG-952"	"LACMP23-41292"	"7B"	"B-2"	"5"	"Juniperus californica"	"2"
"JG-953"	"LACMP23-41293"	"7B"	"B-2"	"5"	"Heteromeles arbutifolia"	"1"
"JG-954"	"LACMP23-41294"	"7B"	"B-2"	"5"	"Quercus chrysolepis"	"1"
"JG-955"	"LACMP23-41295"	"7B"	"B-2"	"5"	"Potamogeton nodosus"	"1"
"JG-956"	"LACMP23-41296"	"7B"	"B-2"	"5"	"Cyperaceae"	"1"
"JG-957"	"LACMP23-41297"	"7B"	"B-2"	"5"	"Solidago canadensis"	"0.5"
"JG-958"	"LACMP23-41298"	"7B"	"B-2"	"6"	"Juniperus californica"	"138"
"JG-959"	"LACMP23-41299"	"7B"	"B-2"	"6"	"Cornus sericea"	"2"
"JG-960"	"not being cataloged"	"7B"	"B-2"	"6"	"Bone"	"12"
"JG-961"	"LACMP23-41300"	"7B"	"B-2"	"6"	"Hesperocyparis macrocarpa"	"16"
"JG-962"	"LACMP23-41301"	"7B"	"B-2"	"6"	"Juniperus sp."	"800"
"JG-963"	"LACMP23-41302"	"7B"	"B-2"	"6"	"Hesperocyparis macrocarpa"	"66"
"JG-964"	"LACMP23-41303"	"7B"	"B-2"	"6"	"Juniperus californica (charcoal/ashpalt?)"	"16"
"JG-965"	"LACMP23-41304"	"7B"	"B-2"	"6"	"Juniperus californica"	"20"
"JG-966"	"LACMP23-41305"	"7B"	"B-2"	"6"	"Potamogeton alpinus"	"23"
"JG-967"	"LACMP23-41306"	"7B"	"B-2"	"6"	"Alopecurus aequalis"	"4"
"JG-968"	"LACMP23-41307"	"7B"	"B-2"	"6"	"Purshia tridentata"	"4"
"JG-969"	"LACMP23-41308"	"7B"	"B-2"	"6"	"Platanus racemosa"	"1"
"JG-970"	"LACMP23-41309"	"7B"	"B-2"	"6"	"Juniperus californica"	"1"
