name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	samplingProtocol	accessRights	higherClassification	collectionID	georeferenceSources	establishmentMeans	iucnRedListCategory	startDayOfYear	occurrenceRemarks	bibliographicCitation	collectionKey	verbatimElevation	reproductiveCondition	recordNumber	datasetName	individualCount	habitat	eventRemarks	identificationRemarks	locationRemarks	lifeStage	georeferenceRemarks	rightsHolder	fieldNumber	disposition	ownerInstitutionCode	datasetID	vernacularName	http://unknown.org/recordId	taxonID	rights	http://unknown.org/recordEnteredBy	projectId	depth	depthAccuracy	namePublishedInYear	nameAccordingTo	acceptedNameUsage	locationID	parentNameUsage	identificationID	municipality	taxonRemarks	fieldNotes	islandGroup	island	typeStatus	informationWithheld	higherGeographyID	associatedTaxa	occID
Scapanus latimanus latimanus	-122.51199	37.52774	NA	gbif	583451368	Scapanus latimanus latimanus	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:36Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	779	NA	NA	NORTH_AMERICA	California	1920	2	16	1920-02-16	NA	2021-06-01T23:41:36Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	NA	San Mateo Co.	NA	583451368	en	PhysicalObject	ALC	NA	2706	CASC	NA	NA	urn:catalog:CAS:MAM:2706	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; San Mateo Co.	NA	02 February 1920	http://grscicoll.org/institution/california-academy-sciences	2005-01-25 00:00:00.0	NA	requires verification	Moss Beach	NA	CASMAM	NA	urn:catalog:CAS:MAM:2706	R. A. Coleman	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Talpidae	http://grscicoll.org/institutional-collection/mammalogy-0	NA	NA	NA	47	Collection information corrected in database 2/17/2010 - incorrectly entered originally as Vic. Santiago, 7/22/1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Measured from center of Moss Beach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	555
Scapanus latimanus sericatus Jackson, 1914	-119.583333	37.75	cdround,incomis,inmafu	gbif	177160567	Scapanus latimanus sericatus Jackson, 1914	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:38Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163430	1	44	359	803	9469	2436187	2436194	6163430	Scapanus latimanus sericatus Jackson, 1914	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	sericatus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1920	6	29	1920-06-29	2015-02-26T00:00:00Z	2021-03-30T11:40:38Z	http://portal.vertnet.org/o/ucla/mammals?id=19409	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Mariposa	NA	177160567	en	PhysicalObject	skin | skull	NA	19409	UCLA	NA	NA	urn:catalog:UCLA:Mammals:19409	NA	NA | USA | CA | MARIPOSA CO. |  |  |  |	ICZN	29 JUN 1920	NA	NA	181	requires verification	YOSEMITE VALLEY	NA	Mammals	NA | USA | CA | MARIPOSA CO. | YOSEMITE VALLEY	urn:catalog:UCLA:Mammals:19409	MILLER, L.	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	INSE | Talpidae | Scapanus	NA	NA	NATIVE	NA	181	TOPOTYPE.	NA	NA	NA	NA	115	NA	NA	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TOPOTYPE	NA	NA	NA	556
Scapanus latimanus latimanus	-122.236	37.485	gass84,gdativ,incomis	gbif	2381393640	Scapanus latimanus latimanus	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1920	9	13	1920-09-13	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-7680	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	San Mateo	NA	2381393640	en	PhysicalObject	skin & skull	NA	7680	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:7680	NA	| USA | California | San Mateo |  |  |  |	ICZN	9/13/1920	NA	NA	257	requires verification	Redwood City	NA	Mammals	USA | California | San Mateo | Redwood City	urn:catalog:SDNHM:Mammals:7680	C. Littlejohn	CL 486	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Scapanus	NA	NA	NATIVE	NA	257	NA	urn:catalog:SDNHM:Mammals:7680. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	557
Scapanus latimanus occultus Grinnell & Swarth, 1912	-117.866667	34.083333	cdround,incomis,inmafu	gbif	177160405	Scapanus latimanus occultus Grinnell & Swarth, 1912	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:38Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1919	1	7	1919-01-07	2015-02-26T00:00:00Z	2021-03-30T11:40:38Z	http://portal.vertnet.org/o/ucla/mammals?id=7717	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Los Angeles	NA	177160405	en	PhysicalObject	skin | skull	NA	7717	UCLA	NA	NA	urn:catalog:UCLA:Mammals:7717	NA	NA | USA | CA | LOS ANGELES CO. |  |  |  |	ICZN	07 JAN 1919	NA	NA	7	requires verification	COVINA	NA	Mammals	NA | USA | CA | LOS ANGELES CO. | COVINA	urn:catalog:UCLA:Mammals:7717	HOWELL, A. B.	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	INSE | Talpidae | Scapanus	NA	NA	NATIVE	NA	7	NA	NA	NA	NA	NA	1415	NA	NA	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	558
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.95379486247	34.39853971453305	cdrep,cdround,osiic,incomis,inmafu	gbif	1145819317	Scapanus latimanus occultus Grinnell & Swarth, 1912	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:53Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	1609	NA	NA	NORTH_AMERICA	California	1919	1	1	1919-01-01	2020-12-10T11:04:23Z	2021-05-29T00:55:53Z	http://arctos.database.museum/guid/MVZ:Mamm:29774	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=unknown	Ventura County	unknown	1145819317	en	PhysicalObject	skull; skeleton	Thùy T. Tran	MVZ:Mamm:29774	MVZ	1919-01-01/1919-01-31	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:29774?seid=1107958	2001-10-31 00:00:00	North America, United States, California, Ventura County	ICZN	January 1919	Thùy T. Tran	not recorded	NA	unverified	Sespe	decimal degrees	Mammal specimens	Sespe	http://arctos.database.museum/guid/MVZ:Mamm:29774?seid=1107958	Collector(s): Peyton	NA	http://arctos.database.museum/guid/MVZ:Mamm:29774	"[{""scientific_name"":""Scapanus latimanus occultus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	559
Scapanus latimanus occultus Grinnell & Swarth, 1912	-117.89034	34.090009	osiic,colmafu,inmafu	gbif	476852904	Scapanus latimanus occultus Grinnell & Swarth, 1912	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	b0f5183c-5ed0-47f4-b75f-65e0c1036cb5	US	DWC_ARCHIVE	2021-05-28T21:59:22Z	2021-05-28T22:46:51Z	364	b4640710-8e03-11d8-b956-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	4821	NA	NA	NORTH_AMERICA	California	1919	2	10	1919-02-10	NA	2021-05-28T22:46:51Z	http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:17811	http://creativecommons.org/licenses/by-nc/4.0/legalcode	1cfca87c-083e-4d67-8e60-cb7d311f6058	FALSE	WGS84	Mammalia	US	United States of America	b4640710-8e03-11d8-b956-b8a03c50a862	"{""sex"":""female""}"	NA	NA	476852904	en	PhysicalObject	skull (dry); skin (dry)	NA	17811	MCZ	NA	[no agent data]	MCZ:Mamm:17811	NA	North America: United States: California	ICZN	Migrated as 10-Feb-1919	Brendan Haley	GEOLocate	NA	unverified	Covina	decimal degrees	Mamm	Calif., Covina	MCZ:Mamm:17811	Alfred Brazier Howell	additional number=1441	NA	NA	NA	NA	NA	Animalia Chordata Mammalia Insectivora Talpidae Scapanus latimanus occultus	NA	GEOLocate batch georeferencing, 2018-11-28	NA	NA	0	sex: female	NA	2c3695ff-a712-4a47-8665-f313dc0a1a5d	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	[UNDER REVIEW; GEOLOCATE_SCORE: 82; GEOLOCATE_PRECISION: High; GEOLOCATE_NUMRESULTS: 1]	President and Fellows of Harvard College	NA	unknown	Museum of Comparative Zoology, Harvard University	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://vocab.getty.edu/tgn/7007157	NA	560
Scapanus latimanus latimanus	-122.16875782995766	37.43085893476742	cdrep,osiic,incomis,inmafu	gbif	1145818707	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:53Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	1609	NA	NA	NORTH_AMERICA	California	1919	2	27	1919-02-27	2021-03-04T23:20:00Z	2021-05-29T00:55:53Z	http://arctos.database.museum/guid/MVZ:Mamm:29241	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Santa Clara County	unknown	1145818707	en	PhysicalObject	skull; skin, study	Thùy T. Tran	MVZ:Mamm:29241	MVZ	1919-02-27	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:29241?seid=1472823	2001-06-26 00:00:00	North America, United States, California, Santa Clara County	ICZN	27 Feb 1919	Thùy T. Tran	not recorded	58	unverified	Stanford University	decimal degrees	Mammal specimens	Stanford University	http://arctos.database.museum/guid/MVZ:Mamm:29241?seid=1472823	Collector(s): Joseph S. Dixon; Gordon F. Ferris	collector number=7236	http://arctos.database.museum/guid/MVZ:Mamm:29241	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	7236	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561
Scapanus latimanus latimanus	-121.83635708035169	36.6090928006391	cdrep,osiic,incomis,inmafu	gbif	1145818708	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:02Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	805	NA	NA	NORTH_AMERICA	California	1919	2	17	1919-02-17	2021-04-12T03:30:00Z	2021-05-29T00:56:02Z	http://arctos.database.museum/guid/MVZ:Mamm:29248	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female	Monterey County	unknown	1145818708	en	PhysicalObject	skull; skin, study	Hasanthi P. Wijesekera	MVZ:Mamm:29248	MVZ	1919-02-17	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:29248?seid=1434062	2001-04-25 00:00:00	North America, United States, California, Monterey County	ICZN	17 Feb 1919	Hasanthi P. Wijesekera	not recorded	48	unverified	Seaside	decimal degrees	Mammal specimens	Seaside	http://arctos.database.museum/guid/MVZ:Mamm:29248?seid=1434062	Collector(s): Halstead G. White	collector number=3316	http://arctos.database.museum/guid/MVZ:Mamm:29248	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	NA	NA	NA	3316	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	562
Scapanus latimanus occultus Grinnell & Swarth, 1912	-119.85	34.45	incomis,inmafu	gbif	177160446	Scapanus latimanus occultus Grinnell & Swarth, 1912	8631295a-f762-11e1-a439-00145eb45e9a	c0dc3c80-23f9-11dc-98d1-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-29T01:54:20Z	2021-03-30T11:40:38Z	113	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	NA	NA	365.76	0	NORTH_AMERICA	California	1919	3	4	1919-03-04	2015-02-26T00:00:00Z	2021-03-30T11:40:38Z	http://portal.vertnet.org/o/ucla/mammals?id=1799	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0f5e9360-db1b-42ba-8ee6-f0b871d89e9f	FALSE	WGS84	Mammalia	US	United States of America	urn:lsid:biocol.org:col:34960	NA	Ventura	NA	177160446	en	PhysicalObject	skin | skull	NA	1799	UCLA	NA	NA	urn:catalog:UCLA:Mammals:1799	NA	NA | USA | CA | VENTURA CO. |  |  |  |	ICZN	04 MAR 1919	NA	NA	63	requires verification	WHALE ROCK AREA; OJAI VALLEY	NA	Mammals	NA | USA | CA | VENTURA CO. | WHALE ROCK AREA; OJAI VALLEY	urn:catalog:UCLA:Mammals:1799	HUEY, L. M. & DICKEY, D. R.	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	INSE | Talpidae | Scapanus	NA	NA	NATIVE	NA	63	DONATED TO D R DICKEY, JR.	NA	NA	1200f	NA	G119	NA	NA	NA	NA	NA	NA	Adult	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	563
Scapanus latimanus latimanus	-122.4404577938888	37.650042801894166	cdrep,osiic,incomis,inmafu	gbif	1145820164	Scapanus latimanus latimanus	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:54Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	1609	NA	NA	NORTH_AMERICA	California	1919	3	30	1919-03-30	2021-05-07T17:10:00Z	2021-05-29T00:55:54Z	http://arctos.database.museum/guid/MVZ:Mamm:30517	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=unknown	San Mateo County	unknown	1145820164	en	PhysicalObject	whole organism (ethanol)	Matt Krebs	MVZ:Mamm:30517	MVZ	1919-03-30	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:30517?seid=1255500	2001-02-01 00:00:00	North America, United States, California, San Mateo County	ICZN	30 Mar 1919	Matt Krebs	not recorded	89	unverified	Baden	decimal degrees	Mammal specimens	Baden	http://arctos.database.museum/guid/MVZ:Mamm:30517?seid=1255500	Collector(s): Milton S. Ray	NA	http://arctos.database.museum/guid/MVZ:Mamm:30517	"[{""scientific_name"":""Scapanus latimanus latimanus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	564
Scapanus latimanus latimanus	-122.75527995219306	38.84745585408975	cdrep	gbif	583451508	Scapanus latimanus latimanus	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:36Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	622	NA	NA	NORTH_AMERICA	California	1919	4	28	1919-04-28	NA	2021-06-01T23:41:36Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	NA	Lake Co.	NA	583451508	en	PhysicalObject	SS	NA	2759	CASC	NA	NA	urn:catalog:CAS:MAM:2759	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; Lake Co.	NA	28 Apr 1919	http://grscicoll.org/institution/california-academy-sciences	2002-03-13 00:00:00.0	NA	unverified	Glenbrook, near Cobb, P.O.	NA	CASMAM	NA	urn:catalog:CAS:MAM:2759	L. Little	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Talpidae	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	118	NA	NA	NA	NA	NA	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	565
Scapanus latimanus latimanus	-122.6529667866111	38.787197926613004	cdrep	gbif	583451510	Scapanus latimanus latimanus	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:36Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	7194111	1	44	359	803	9469	2436187	2436194	7194111	Scapanus latimanus latimanus	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	latimanus	SUBSPECIES	ACCEPTED	NA	302	NA	NA	NORTH_AMERICA	California	1919	4	23	1919-04-23	NA	2021-06-01T23:41:36Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	NA	Lake Co.	NA	583451510	en	PhysicalObject	SS	NA	2760	CASC	NA	NA	urn:catalog:CAS:MAM:2760	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; Lake Co.	NA	23 Apr 1919	http://grscicoll.org/institution/california-academy-sciences	2002-03-13 00:00:00.0	NA	unverified	Harbin Springs	NA	CASMAM	NA	urn:catalog:CAS:MAM:2760	L. Little	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Talpidae	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	113	NA	NA	NA	NA	NA	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	566
