name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	recordNumber	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	accessRights	higherClassification	collectionID	georeferenceSources	individualCount	identificationRemarks	lifeStage	iucnRedListCategory	habitat	taxonID	rights	reproductiveCondition	http://unknown.org/recordId	ownerInstitutionCode	startDayOfYear	occurrenceRemarks	taxonRemarks	http://unknown.org/recordEnteredBy	associatedOccurrences	eventRemarks	samplingProtocol	identificationReferences	establishmentMeans	bibliographicCitation	projectId	depth	depthAccuracy	rightsHolder	namePublishedInYear	fieldNumber	vernacularName	namePublishedIn	nameAccordingTo	acceptedNameUsage	datasetName	locationID	originalNameUsage	datasetID	parentNameUsage	identificationID	locationRemarks	collectionKey	verbatimElevation	georeferenceRemarks	disposition	fieldNotes	municipality	associatedReferences	typeStatus	informationWithheld	higherGeographyID	occID
Chaetodipus californicus ochrus (Osgood, 1904)	-118.32039	35.04717	osiic,incomis,inmafu	gbif	1145811814	Chaetodipus californicus ochrus (Osgood, 1904)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:06Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263297	1	44	359	1459	5504	2439576	2439594	4263297	Chaetodipus californicus ochrus (Osgood, 1904)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	ochrus	SUBSPECIES	ACCEPTED	2015-05-03T00:00:00Z	100	1152	0	NORTH_AMERICA	California	2015	5	3	2015-05-03	2021-05-02T01:30:00Z	2021-05-29T00:56:06Z	http://arctos.database.museum/guid/MVZ:Mamm:231917	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=219 mm;tail length=125 mm;hind foot with claw=26 mm;ear from notch=14 mm;weight=26 g;reproductive data=t=8x5 mm, SV=4 mm	Kern County	features	1145811814	en	PhysicalObject	skull; skin, study; tissue (95% ethanol)	James L. Patton	MVZ:Mamm:231917	MVZ	2015-05-03	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:231917?seid=2641676	26482	2015-05-03 00:00:00	North America, United States, California, Kern County	ICZN	2015-05-03	James L. Patton	not recorded	123	unverified	Oak Creek Canyon, Tehachapi Mts.	decimal degrees	Mammal specimens	Oak Creek Canyon, Tehachapi Mts., Kern Co., California	http://arctos.database.museum/guid/MVZ:Mamm:231917?seid=2641676	Collector(s): James L. Patton	collector number=26482	http://arctos.database.museum/guid/MVZ:Mamm:231917	"[{""scientific_name"":""Chaetodipus californicus ochrus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2015-05-03"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Garmin 60CXs	1	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
Chaetodipus californicus ochrus (Osgood, 1904)	-118.06027	36.23064	osiic,incomis,inmafu	gbif	1145810573	Chaetodipus californicus ochrus (Osgood, 1904)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:57Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	4263297	1	44	359	1459	5504	2439576	2439594	4263297	Chaetodipus californicus ochrus (Osgood, 1904)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	ochrus	SUBSPECIES	ACCEPTED	2014-04-19T00:00:00Z	NA	1774	0	NORTH_AMERICA	California	2014	4	19	2014-04-19	2021-05-11T13:10:00Z	2021-05-29T00:55:57Z	http://arctos.database.museum/guid/MVZ:Mamm:230762	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=female;total length=188 mm;tail length=108 mm;hind foot with claw=24 mm;ear from notch=12 mm;weight=17.5 g;reproductive data=parous	Inyo County	features	1145810573	en	PhysicalObject	skull; skin, study; tissue (ethanol)	James L. Patton	MVZ:Mamm:230762	MVZ	2014-04-19	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:230762?seid=2329694	26269	2014-04-19 00:00:00	North America, United States, California, Inyo County	ICZN	2014-04-19	James L. Patton	not recorded	109	unverified	Sage Flat, SE slope Olancha Peak	decimal degrees	Mammal specimens	Sage Flat, SE slope Olancha Peak, Inyo Co., California	http://arctos.database.museum/guid/MVZ:Mamm:230762?seid=2329694	Collector(s): James L. Patton	collector number=26269	http://arctos.database.museum/guid/MVZ:Mamm:230762	"[{""scientific_name"":""Chaetodipus californicus ochrus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2014-04-19"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	Garmin Map CSx60	1	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Chaetodipus californicus ochrus (Osgood, 1904)	-118.7771	34.77825	osiic,incomis,inmafu	gbif	1145810620	Chaetodipus californicus ochrus (Osgood, 1904)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:06Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	4263297	1	44	359	1459	5504	2439576	2439594	4263297	Chaetodipus californicus ochrus (Osgood, 1904)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	ochrus	SUBSPECIES	ACCEPTED	2014-09-22T00:00:00Z	30	1045	0	NORTH_AMERICA	California	2014	9	22	2014-09-22	NA	2021-05-29T00:56:06Z	http://arctos.database.museum/guid/MVZ:Mamm:230875	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male;total length=232 mm;tail length=134 mm;hind foot with claw=26 mm;ear from notch=12 mm;weight=26 g;reproductive data=t=4x2 mm	Los Angeles County	features	1145810620	en	PhysicalObject	skull; skin, study; tissue (95% ethanol)	James L. Patton	MVZ:Mamm:230875	MVZ	2014-09-22	James L. Patton	http://arctos.database.museum/guid/MVZ:Mamm:230875?seid=2435880	26338	2014-09-22 00:00:00	North America, United States, California, Los Angeles County	ICZN	2014-09-22	James L. Patton	not recorded	265	unverified	4.5 mi E (by road) Gorman	decimal degrees	Mammal specimens	4.5 mi E (by road) Gorman, Los Angeles County, California	http://arctos.database.museum/guid/MVZ:Mamm:230875?seid=2435880	Collector(s): James L. Patton	collector number=26338	http://arctos.database.museum/guid/MVZ:Mamm:230875	"[{""scientific_name"":""Chaetodipus californicus ochrus"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2014-09-22"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""James L. Patton"",""concept_label"":null}]"	A	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Rodentia, Sciurognathi, Heteromyidae, Chaetodipus, Chaetodipus californicus,	28	GPS	1	Former nature_of_id: expert.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
Chaetodipus californicus (Merriam, 1889)	-116.49049	33.544657	gass84,gdativ,incomis	gbif	2381409803	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2012	8	9	2012-08-09	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-25125	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381409803	en	PhysicalObject	skin & skull	NA	25125	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:25125	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	8/9/2012	NA	NA	222	requires verification	Santa Rosa Mts., Garnet Queen Canyon, 0.6 mi. NW Mountain Home Spring	NA	Mammals	USA | California | Riverside | Santa Rosa Mts., Garnet Queen Canyon, 0.6 mi. NW Mountain Home Spring	urn:catalog:SDNHM:Mammals:25125	S. Tremor	GQ 21	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	222	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:25125. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
Chaetodipus californicus (Merriam, 1889)	-116.49539	33.54408	gass84,gdativ,incomis	gbif	2381410080	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2012	8	9	2012-08-09	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-25183	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381410080	en	PhysicalObject	skin & skull	NA	25183	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:25183	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	8/9/2012	NA	NA	222	requires verification	Santa Rosa Mts., Garnet Queen Canyon, 0.8 mi. WNW Mountain Home Spring	NA	Mammals	USA | California | Riverside | Santa Rosa Mts., Garnet Queen Canyon, 0.8 mi. WNW Mountain Home Spring	urn:catalog:SDNHM:Mammals:25183	S. Tremor	GQ 18	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	222	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:25183. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
Chaetodipus californicus (Merriam, 1889)	-116.622596	33.641788	gass84,gdativ,incomis	gbif	2381409934	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:15Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2011	6	28	2011-06-28	2020-11-12T00:00:00Z	2021-03-30T12:20:15Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-24984	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381409934	en	PhysicalObject	skin & skull	NA	24984	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:24984	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	6/28/2011	NA	NA	179	requires verification	Garner Valley, Quinn Flat, 1.7 mi. N Kenworthy Fire Station	NA	Mammals	USA | California | Riverside | Garner Valley, Quinn Flat, 1.7 mi. N Kenworthy Fire Station	urn:catalog:SDNHM:Mammals:24984	S. Tremor	Ken 06	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	179	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:24984. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
Chaetodipus californicus (Merriam, 1889)	-116.67993	33.61881	gass84,gdativ,incomis	gbif	2381410175	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:15Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2011	8	24	2011-08-24	2020-11-12T00:00:00Z	2021-03-30T12:20:15Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-24937	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381410175	en	PhysicalObject	skin & skull	NA	24937	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:24937	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	8/24/2011	NA	NA	236	requires verification	Thomas Mountain, 0.2 mi. SE summit	NA	Mammals	USA | California | Riverside | Thomas Mountain, 0.2 mi. SE summit	urn:catalog:SDNHM:Mammals:24937	S. Tremor	TM 26	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	236	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:24937. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
Chaetodipus californicus (Merriam, 1889)	-116.67965	33.61898	gass84,gdativ,incomis	gbif	2381410347	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:15Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2011	8	25	2011-08-25	2020-11-12T00:00:00Z	2021-03-30T12:20:15Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-24935	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381410347	en	PhysicalObject	skin & skull	NA	24935	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:24935	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	8/25/2011	NA	NA	237	requires verification	Thomas Mountain, 0.2 mi. SE summit	NA	Mammals	USA | California | Riverside | Thomas Mountain, 0.2 mi. SE summit	urn:catalog:SDNHM:Mammals:24935	S. Tremor	TM 34	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	237	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:24935. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
Chaetodipus californicus (Merriam, 1889)	-116.82468	33.84394	gass84,gdativ,incomis	gbif	2381409882	Chaetodipus californicus (Merriam, 1889)	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:15Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	2011	11	2	2011-11-02	2020-11-12T00:00:00Z	2021-03-30T12:20:15Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-24894	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	US	United States of America	http://grbio.org/cool/4ksk-xsw5	NA	Riverside	NA	2381409882	en	PhysicalObject	skin & skull	NA	24894	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:24894	NA	NA	| USA | California | Riverside |  |  |  |	ICZN	11/2/2011	NA	NA	306	requires verification	San Jacinto Mts., Ranger Peak, 1.0 mi. WNW Vista Grande Fire Station	NA	Mammals	USA | California | Riverside | San Jacinto Mts., Ranger Peak, 1.0 mi. WNW Vista Grande Fire Station	urn:catalog:SDNHM:Mammals:24894	S. Tremor	VG 15	NA	NA	NA	http://vertnet.org/resources/norms.html	Chaetodipus	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	306	skin & skull	NA	NA	NA	NA	NA	NA	NATIVE	urn:catalog:SDNHM:Mammals:24894. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19
Chaetodipus californicus (Merriam, 1889)	-115.68339837611073	29.856866353679067	cdrep,cdround,elmms,typstativ,osiic,colmano,inmano	gbif	1418876849	Chaetodipus californicus (Merriam, 1889)	bcb25bd1-c5f9-46c6-b869-4830e196b5f8	ff90b050-c256-11db-b71b-b8a03c50a862	e081c7d7-2dab-42fd-94c4-9f275767fe7d	MX	DWC_ARCHIVE	2021-03-27T00:25:09Z	2021-03-30T12:33:12Z	138	ff90b050-c256-11db-b71b-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	2439594	1	44	359	1459	5504	2439576	2439594	2439594	Chaetodipus californicus (Merriam, 1889)	Animalia	Chordata	Rodentia	Heteromyidae	Chaetodipus	Chaetodipus californicus	Chaetodipus	californicus	NA	SPECIES	ACCEPTED	NA	NA	20.5	20.5	NA	Baja california	2010	3	14	2010-03-14	2015-12-03T00:00:00Z	2021-03-30T12:33:12Z	NA	http://creativecommons.org/licenses/by/4.0/legalcode	NA	FALSE	WGS84	Mammalia	MX	Mexico	45	TipoVegetacion / Matorral xerófilo Características de Mamiferos / LongitudTotal: 202 mm Características de Mamiferos / LongitudCola: 103 mm Características de Mamiferos / LongitudPataPosterior: 21.50 mm Características de Mamiferos / LongitudOreja: 9 mm Características de Mamiferos / Peso: 19 gr Otros Datos Ejemplar / Capturista: escobar	ENSENADA	NA	1418876849	es	Event	Taxidermia	NA	949	FCM-UABC	00:00:00	J.E.F.; A.G.C.	urn:catalog:FCM-UABC:CVUABC:949:767ebfcdac389852870fc02356cb7511	NA	NA	NA	NA	NA	NA	NA	NA	NA	El Rosario, 10.7 km al norte de San Antonio	grados minutos segundos	CVUABC	NA	urn:catalog:FCM-UABC:CVUABC:949:767ebfcdac389852870fc02356cb7511	J.S.M.	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Rodentia; Heteromyidae; Chaetodipus	3895	Geoposicionador, Garmin GPS Oregon 300, 10	1	NA	Juvenile	LC	Lomeríos con vegetación xerófila	d6442656179b00ba9984c09a787fa416	NA	NA	NA	Facultad de Ciencias Marinas, Campus Ensenada, Universidad Autónoma de Baja California	73	NA	NA	NA	NA	NA	NA	NA	NA	Martínez-Gallardo R. 2011. Inventario de los mamíferos pequeños y medianos de las zonas áridas y semiáridas de Baja California. Facultad de Ciencias. Universidad Autónoma de Baja California. Bases de datos SNIB-CONABIO, proyecto GT026. México, D. F.	SNIB-GT026-GT0261105F_corregida-ND	0	0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	1889	68	ratón de abazones de California, ratón de campo, ratón de abazones	N. Amer. Fauna 1:VII+1-29. 1889	Ramírez-Pulido, González-Ruiz, Gardner & Arroyo-Cabrales, 2014	Chaetodipus californicus	Inventario de los mamíferos pequeños y medianos de las zonas áridas y semiáridas de Baja California	372	Perognathus californicus	767ebfcdac389852870fc02356cb7511	Chaetodipus	5784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
