"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"2420"	"LACMP23-35588"	"NSF-18-39"	"A2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2421"	"LACMP23-35589"	"NSF-18-40"	"A2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"2422"	"LACMP23-35590"	"NSF-18-41"	"A2/L1"	"Mammalia"	"Eulipotyphla"	"Soricidae"	"Soricinae"	"?Sorex"	"sp"	"?Sorex sp"	"7b"	"n"
"2423"	"LACMP23-35591"	"NSF-18-42"	"A2/L1"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2424"	"LACMP23-35592"	"NSF-18-43"	"A2/L1"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2425"	"LACMP23-35593"	"NSF-18-44"	"A2/L1"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2426"	"LACMP23-35594"	"NSF-18-45"	"A2/L1"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2427"	"LACMP23-35595"	"NSF-18-46"	"A2/L1"	"Mammalia"	"Rodentia"	"?Geomyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2428"	"LACMP23-35596"	"NSF-18-47"	"A2/L1"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2429"	NA	"XXXX"	"A2/L1"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"7b"	"n"
"2430"	"LACMP23-35597"	"NSF-18-48"	"A2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"2431"	"LACMP23-35598"	"NSF-18-49"	"A3/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2432"	"LACMP23-35599"	"NSF-18-50"	"A3/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"megalotis"	"cf Reithrodontomys megalotis"	"7b"	"n"
"2433"	"LACMP23-35599"	"NSF-18-50"	"A3/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"2434"	"LACMP23-35600"	"NSF-18-51"	"A3/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"2435"	"LACMP23-35602"	"NSF-18-53"	"A3/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2436"	"LACMP23-35603"	"NSF-18-54"	"A3/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"2437"	"LACMP23-35604"	"NSF-18-55"	"A2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2438"	"LACMP23-35605"	"NSF-18-56"	"A2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2439"	"LACMP23-35606"	"NSF-18-57"	"A2/L2"	"Mammalia"	"Rodentia"	"?Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2440"	"LACMP23-35607"	"NSF-18-58"	"A2/L2"	"Mammalia"	"Rodentia"	"?Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2441"	"LACMP23-35608"	"NSF-18-59"	"A2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2442"	"LACMP23-35609"	"NSF-18-60"	"A2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2443"	"LACMP23-35610"	"NSF-18-61"	"A2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2444"	"LACMP23-35611"	"NSF-18-62"	"A2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"7b"	"n"
"2445"	"LACMP23-35612"	"NSF-18-63"	"A2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"7b"	"n"
"2446"	"LACMP23-35613"	"NSF-18-64"	"A2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2447"	"LACMP23-35614"	"NSF-18-65"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2448"	"LACMP23-35615"	"NSF-18-66"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2449"	"LACMP23-35616"	"NSF-18-67"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2450"	"LACMP23-35617"	"NSF-18-68"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2451"	"LACMP23-35618"	"NSF-18-69"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2452"	"LACMP23-35619"	"NSF-18-70"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2453"	"LACMP23-35620"	"NSF-18-71"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2454"	"LACMP23-35621"	"NSF-18-72"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"2455"	"LACMP23-35622"	"NSF-18-73"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2456"	"LACMP23-35623"	"NSF-18-74"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2457"	"LACMP23-35624"	"NSF-18-75"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2458"	"LACMP23-35625"	"NSF-18-76"	"B2/L1"	"Mammalia"	"Carnivora"	NA	NA	NA	NA	"Mammalia-Carnivora"	"7b"	"n"
"2459"	"LACMP23-35626"	"NSF-18-77"	"B2/L1"	"Mammalia"	"Carnivora"	"Mephitidae"	NA	"Mephitis"	"mephitis"	"Mephitis mephitis"	"7b"	"n"
"2460"	"LACMP23-35627"	"NSF-18-78"	"B2/L1"	"Mammalia"	"Eulipotyphla"	"Soricidae"	"Soricinae"	NA	NA	"Mammalia-Eulipotyphla"	"7b"	"n"
"2461"	"LACMP23-35628"	"NSF-18-79"	"B2/L1"	"Mammalia"	"Artiodactyla"	"Antilocapridae"	NA	"Capromeryx"	"minor"	"Capromeryx minor"	"7b"	"n"
"2462"	"LACMP23-35629"	"NSF-18-80"	"B2/L1"	"Mammalia"	"Artiodactyla"	"Antilocapridae"	NA	"cf Capromeryx"	NA	"Mammalia-Artiodactyla"	"7b"	"n"
"2463"	"LACMP23-35630"	"NSF-18-81"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"cf maniculatus"	"Peromyscus cf maniculatus"	"7b"	"n"
"2464"	"LACMP23-35631"	"NSF-18-82"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"2465"	"LACMP23-35632"	"NSF-18-83"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"2466"	"LACMP23-35633"	"NSF-18-84"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2467"	"LACMP23-35634"	"NSF-18-85"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"7b"	"n"
"2468"	"LACMP23-35635"	"NSF-18-86"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2469"	"LACMP23-35636"	"NSF-18-87"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2470"	"LACMP23-35637"	"NSF-18-88"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2471"	"LACMP23-35638"	"NSF-18-89"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2472"	"LACMP23-35639"	"NSF-18-90"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2473"	"LACMP23-35640"	"NSF-18-91"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2474"	"LACMP23-35641"	"NSF-18-92"	"B2/L1"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2475"	"LACMP23-35642"	"NSF-18-93"	"B2/L1"	"Mammalia"	"Rodentia"	"?Geomyidae"	NA	"?Thomomys"	"sp"	"?Thomomys sp"	"7b"	"n"
"2476"	"LACMP23-35643"	"NSF-18-94"	"B2/L1"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"2477"	"LACMP23-35644"	"NSF-18-95"	"B2/L1"	"Mammalia"	"Rodentia"	"?Geomyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2478"	"LACMP23-35645"	"NSF-18-96"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2479"	"LACMP23-35646"	"NSF-18-97"	"B2/L1"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"2480"	"LACMP23-35647"	"NSF-18-98"	"B2/L1"	"Mammalia"	NA	NA	NA	NA	NA	"Mammalia-NA"	"7b"	"n"
"2481"	"LACMP23-35648"	"NSF-18-99"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2482"	"LACMP23-35649"	"NSF-18-100"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"7b"	"n"
"2483"	"LACMP23-35650"	"NSF-18-101"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"7b"	"n"
"2484"	"LACMP23-35651"	"NSF-18-102"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"7b"	"n"
"2485"	"LACMP23-35652"	"NSF-18-103"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2486"	"LACMP23-35653"	"NSF-18-104"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2487"	"LACMP23-35654"	"NSF-18-105"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2488"	"LACMP23-35655"	"NSF-18-106"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2489"	"LACMP23-35656"	"NSF-18-107"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2490"	"LACMP23-35657"	"NSF-18-108"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2491"	"LACMP23-35658"	"NSF-18-109"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2492"	"LACMP23-35659"	"NSF-18-110"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2493"	"LACMP23-35660"	"NSF-18-111"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2494"	"LACMP23-35661"	"NSF-18-112"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2495"	"LACMP23-35662"	"NSF-18-113"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"7b"	"n"
"2496"	"LACMP23-35663"	"NSF-18-114"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2497"	"LACMP23-35664"	"NSF-18-115"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2498"	"LACMP23-35665"	"NSF-18-116"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"7b"	"n"
"2499"	"LACMP23-35666"	"NSF-18-117"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2500"	"LACMP23-35667"	"NSF-18-118"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2501"	"LACMP23-35668"	"NSF-18-119"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"macrotis"	"Neotoma macrotis"	"7b"	"n"
"2502"	"LACMP23-35669"	"NSF-18-120"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"7b"	"n"
"2503"	"LACMP23-35670"	"NSF-18-121"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2504"	"LACMP23-35671"	"NSF-18-122"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2505"	"LACMP23-35672"	"NSF-18-123"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2506"	"LACMP23-35673"	"NSF-18-124"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2507"	"LACMP23-35674"	"NSF-18-125"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2508"	"LACMP23-35675"	"NSF-18-126"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2509"	"LACMP23-35676"	"NSF-18-127"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2510"	"LACMP23-35677"	"NSF-18-128"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2511"	"LACMP23-35678"	"NSF-18-129"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2512"	"LACMP23-35679"	"NSF-18-130"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2513"	"LACMP23-35680"	"NSF-18-131"	"B2/L2"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"7b"	"n"
"2514"	"LACMP23-35681"	"NSF-18-132"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2515"	"LACMP23-35682"	"NSF-18-133"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2516"	"LACMP23-35683"	"NSF-18-134"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2517"	"LACMP23-35684"	"NSF-18-135"	"B2/L2"	"Mammalia"	"Rodentia"	"?Geomyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2518"	"LACMP23-35685"	"NSF-18-136"	"B2/L2"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"7b"	"n"
"2519"	"LACMP23-35686"	"NSF-18-137"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2520"	"LACMP23-35687"	"NSF-18-138"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2521"	"LACMP23-35688"	"NSF-18-139"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2522"	"LACMP23-35689"	"NSF-18-140"	"B2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"7b"	"n"
"2523"	"LACMP23-35690"	"NSF-18-141"	"B2/L2"	"Mammalia"	"Carnivora"	"Mephitidae"	NA	"Mephitis"	"mephitis"	"Mephitis mephitis"	"7b"	"n"
"2524"	"LACMP23-35691"	"NSF-18-142"	"B2/L2"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"Mustela"	"frenata"	"Mustela frenata"	"7b"	"n"
"2525"	"LACMP23-35692"	"NSF-18-143"	"B2/L2"	"Mammalia"	"Carnivora"	"Mustelidae"	"Mustelinae"	"?Mustela"	"frenata"	"?Mustela frenata"	"7b"	"n"
"2526"	"LACMP23-35693"	"NSF-18-144"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2527"	"LACMP23-35694"	"NSF-18-145"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2528"	"LACMP23-35695"	"NSF-18-146"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2529"	"LACMP23-35696"	"NSF-18-147"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"7b"	"n"
"2530"	"LACMP23-35697"	"NSF-18-148"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2531"	"LACMP23-35698"	"NSF-18-149"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2532"	"LACMP23-35699"	"NSF-18-150"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2533"	"LACMP23-35700"	"NSF-18-151"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2534"	"LACMP23-35701"	"NSF-18-152"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2535"	"LACMP23-35702"	"NSF-18-153"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2536"	"LACMP23-35703"	"NSF-18-154"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2537"	"LACMP23-35704"	"NSF-18-155"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2538"	"LACMP23-35705"	"NSF-18-156"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"7b"	"n"
"2539"	"LACMP23-35706"	"NSF-18-157"	"B2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"7b"	"n"
"2540"	"LACMP23-35707"	"NSF-18-158"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2541"	"LACMP23-35708"	"NSF-18-159"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2542"	"LACMP23-35709"	"NSF-18-160"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2543"	"LACMP23-35710"	"NSF-18-161"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2544"	"LACMP23-35711"	"NSF-18-162"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
"2545"	"LACMP23-35712"	"NSF-18-163"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"7b"	"n"
"2546"	"LACMP23-35713"	"NSF-18-164"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"7b"	"n"
"2547"	"LACMP23-35714"	"NSF-18-165"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2548"	"LACMP23-35715"	"NSF-18-166"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2549"	"LACMP23-35716"	"NSF-18-167"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2550"	"LACMP23-35717"	"NSF-18-168"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2551"	"LACMP23-35718"	"NSF-18-169"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2552"	"LACMP23-35719"	"NSF-18-170"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2553"	"LACMP23-35720"	"NSF-18-171"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2554"	"LACMP23-35721"	"NSF-18-172"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2555"	"LACMP23-35722"	"NSF-18-173"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"7b"	"n"
"2556"	"LACMP23-35723"	"NSF-18-174"	"B2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"7b"	"n"
"2557"	"LACMP23-35724"	"NSF-18-175"	"B2/L2"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Perognathinae"	NA	NA	"Mammalia-Rodentia"	"7b"	"n"
